elementTag,building,bar_type,bar_count,diameter_mm,layer,status,source,resolution,geometry_pending,note
100602,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
100604,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
100900,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
100902,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
100904,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
101000,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
101002,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
101004,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110000,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110001,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110002,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110010,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110011,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110012,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110020,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110021,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110022,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110030,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110031,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110032,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110040,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110041,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110042,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110050,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110051,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
110052,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111000,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111001,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111002,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111010,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111011,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111012,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111020,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111021,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111022,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111030,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111031,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111032,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111040,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111041,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111042,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111050,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111051,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
111052,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112000,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112001,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112002,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112010,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112011,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112012,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112020,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112021,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112022,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112030,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112031,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112032,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112040,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112041,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112042,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112050,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112051,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
112052,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113000,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113001,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113002,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113010,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113011,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113012,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113020,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113021,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113022,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113030,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113031,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113032,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113040,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113041,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113042,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113050,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
113051,LT1,LONGITUDINAL,16,22,LONGITUDINAL,EXACT,USER_CONFIRMED_DRAWING_DATA,RESOLVED,True,"Todas las columnas LT1: 16 B22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta."
