code,building,drawing,sheet,axis,level_start,level_end,orientation,classification,bar_count,diameter_mm,spacing_cm,length_cm,lap_anchorage,anchorage,face_edge,edge,wall_parents,physical_wall_id,element_tags,geometry_special,status,source,geometry_pending,resolution,note
LT1:300:14,LT1,2017_67-300-Model,300,E,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:15,LT1,2017_67-300-Model,300,E,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:16,LT1,2017_67-300-Model,300,E,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:17,LT1,2017_67-300-Model,300,E,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:18,LT1,2017_67-300-Model,300,E,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:19,LT1,2017_67-300-Model,300,F,PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:20,LT1,2017_67-300-Model,300,F,PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:21,LT1,2017_67-300-Model,300,F,PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:22,LT1,2017_67-300-Model,300,F,PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:23,LT1,2017_67-300-Model,300,F,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:24,LT1,2017_67-300-Model,300,F,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:25,LT1,2017_67-300-Model,300,F,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:26,LT1,2017_67-300-Model,300,F,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:27,LT1,2017_67-300-Model,300,F,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:28,LT1,2017_67-300-Model,300,F',PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:29,LT1,2017_67-300-Model,300,F',PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:30,LT1,2017_67-300-Model,300,F',PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:31,LT1,2017_67-300-Model,300,F',PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:32,LT1,2017_67-300-Model,300,F',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:33,LT1,2017_67-300-Model,300,F',PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:34,LT1,2017_67-300-Model,300,F',PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:35,LT1,2017_67-300-Model,300,F',PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:36,LT1,2017_67-300-Model,300,F',PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:37,LT1,2017_67-300-Model,300,G,PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:38,LT1,2017_67-300-Model,300,G,PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:39,LT1,2017_67-300-Model,300,G,PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:40,LT1,2017_67-300-Model,300,G,PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:41,LT1,2017_67-300-Model,300,G,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:42,LT1,2017_67-300-Model,300,G,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:43,LT1,2017_67-300-Model,300,G,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:44,LT1,2017_67-300-Model,300,G,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:45,LT1,2017_67-300-Model,300,G,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:46,LT1,2017_67-300-Model,300,H,PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:47,LT1,2017_67-300-Model,300,H,PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:48,LT1,2017_67-300-Model,300,H,PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:49,LT1,2017_67-300-Model,300,H,PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:50,LT1,2017_67-300-Model,300,H,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:51,LT1,2017_67-300-Model,300,H,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:52,LT1,2017_67-300-Model,300,H,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:53,LT1,2017_67-300-Model,300,H,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:54,LT1,2017_67-300-Model,300,H,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:55,LT1,2017_67-300-Model,300,I,PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:56,LT1,2017_67-300-Model,300,I,PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:57,LT1,2017_67-300-Model,300,I,PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:58,LT1,2017_67-300-Model,300,I,PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:59,LT1,2017_67-300-Model,300,I,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:60,LT1,2017_67-300-Model,300,I,PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:61,LT1,2017_67-300-Model,300,I,PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:62,LT1,2017_67-300-Model,300,I,PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:63,LT1,2017_67-300-Model,300,I,PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:64,LT1,2017_67-300-Model,300,I',PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:65,LT1,2017_67-300-Model,300,I',PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:66,LT1,2017_67-300-Model,300,I',PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:67,LT1,2017_67-300-Model,300,I',PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:68,LT1,2017_67-300-Model,300,I',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
LT1:300:69,LT1,2017_67-300-Model,300,I',PISO_1S,PISO_1,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1S-PISO_1.
LT1:300:70,LT1,2017_67-300-Model,300,I',PISO_1,PISO_2,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_1-PISO_2.
LT1:300:71,LT1,2017_67-300-Model,300,I',PISO_2,PISO_3,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_2-PISO_3.
LT1:300:72,LT1,2017_67-300-Model,300,I',PISO_3,PISO_4,VERTICAL,LAP,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,empalme de barra por nivel; longitud de empalme y ubicacion no legibles -> confirmar. PISO_3-PISO_4.
LT1:300:73,LT1,2017_67-300-Model,300,J,PISO_1S,CUBIERTA,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren).
LT1:300:74,LT1,2017_67-300-Model,300,J,PISO_1S,CUBIERTA,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:75,LT1,2017_67-300-Model,300,J,PISO_1S,CUBIERTA,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados.
LT1:300:76,LT1,2017_67-300-Model,300,J,PISO_1S,CUBIERTA,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos alrededor de vigas (zonas VI/VF) cuando corresponden."
LT1:300:77,LT1,2017_67-300-Model,300,J,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar.
